State,X-distance,Y-distance,Cost,Pos_x,Pos_y,Orientation,Goal_x,Goal_y,R1,R2,R3,R4,R5,R6,R7,R8,G1,G2,G3,G4,G5,G6,G7,G8
BASH,465,503,979,334,346,UP,490,550,6,4,8,3,8,4,7,2,8,2,9,4,4,7,9,8
LEFT,465,503,973,334,348,UP,490,550,4,7,2,6,1,5,7,8,8,2,9,4,4,7,9,8
FORWARD,465,503,971,334,348,RIGHT,490,550,4,7,2,6,1,5,7,8,8,2,9,4,4,7,9,8
BASH,465,503,970,335,348,RIGHT,490,550,7,2,2,3,7,7,8,1,8,2,9,4,4,7,9,8
RIGHT,465,503,966,337,348,RIGHT,490,550,2,9,3,7,9,1,9,4,8,2,9,4,4,7,9,8
BASH,465,503,965,337,348,UP,490,550,2,9,3,7,9,1,9,4,8,2,9,4,4,7,9,8
BASH,465,503,961,337,350,UP,490,550,1,9,4,1,2,7,4,5,8,2,9,4,4,7,9,8
LEFT,465,503,956,337,352,UP,490,550,7,4,5,8,9,7,1,4,8,2,9,4,4,7,9,8
BASH,465,503,955,337,352,RIGHT,490,550,7,4,5,8,9,7,1,4,8,2,9,4,4,7,9,8
BASH,465,503,950,339,352,RIGHT,490,550,5,4,7,9,7,4,4,4,8,2,9,4,4,7,9,8
BASH,465,503,946,341,352,RIGHT,490,550,7,4,1,7,3,4,6,9,8,2,9,4,4,7,9,8
RIGHT,465,503,942,343,352,RIGHT,490,550,1,4,8,3,4,9,8,9,8,2,9,4,4,7,9,8
BASH,465,503,941,343,352,UP,490,550,1,4,8,3,4,9,8,9,8,2,9,4,4,7,9,8
FORWARD,465,503,934,343,354,UP,490,550,9,8,9,2,7,5,1,8,8,2,9,4,4,7,9,8
BASH,465,503,933,343,355,UP,490,550,2,4,7,5,8,3,5,1,8,2,9,4,4,7,9,8
LEFT,465,503,929,343,357,UP,490,550,3,5,1,6,1,6,1,4,8,2,9,4,4,7,9,8
FORWARD,465,503,928,343,357,RIGHT,490,550,3,5,1,6,1,6,1,4,8,2,9,4,4,7,9,8
RIGHT,465,503,927,344,357,RIGHT,490,550,5,1,2,1,6,1,4,8,8,2,9,4,4,7,9,8
BASH,465,503,926,344,357,UP,490,550,5,1,2,1,6,1,4,8,8,2,9,4,4,7,9,8
FORWARD,465,503,922,344,359,UP,490,550,1,4,8,9,2,5,1,4,8,2,9,4,4,7,9,8
FORWARD,465,503,921,344,360,UP,490,550,9,1,2,5,4,5,1,7,8,2,9,4,4,7,9,8
LEFT,465,503,920,344,361,UP,490,550,5,1,4,5,7,9,8,9,8,2,9,4,4,7,9,8
BASH,465,503,919,344,361,RIGHT,490,550,5,1,4,5,7,9,8,9,8,2,9,4,4,7,9,8
FORWARD,465,503,912,346,361,RIGHT,490,550,4,9,3,7,2,9,5,7,8,2,9,4,4,7,9,8
BASH,465,503,910,347,361,RIGHT,490,550,9,3,1,4,4,5,7,9,8,2,9,4,4,7,9,8
BASH,465,503,904,349,361,RIGHT,490,550,1,1,3,4,9,9,5,9,8,2,9,4,4,7,9,8
RIGHT,465,503,897,351,361,RIGHT,490,550,3,6,9,9,7,9,1,1,8,2,9,4,4,7,9,8
FORWARD,465,503,895,351,361,UP,490,550,3,6,9,9,7,9,1,1,8,2,9,4,4,7,9,8
LEFT,465,503,894,351,362,UP,490,550,9,4,7,9,1,2,6,8,8,2,9,4,4,7,9,8
FORWARD,465,503,893,351,362,RIGHT,490,550,9,4,7,9,1,2,6,8,8,2,9,4,4,7,9,8
FORWARD,465,503,892,352,362,RIGHT,490,550,4,7,8,1,3,6,8,9,8,2,9,4,4,7,9,8
BASH,465,503,889,353,362,RIGHT,490,550,7,8,1,1,5,8,9,7,8,2,9,4,4,7,9,8
FORWARD,465,503,883,355,362,RIGHT,490,550,1,4,4,5,2,7,7,7,8,2,9,4,4,7,9,8
FORWARD,465,503,881,356,362,RIGHT,490,550,4,4,5,3,1,7,7,7,8,2,9,4,4,7,9,8
RIGHT,465,503,880,357,362,RIGHT,490,550,4,5,9,2,5,7,7,2,8,2,9,4,4,7,9,8
BASH,465,503,879,357,362,UP,490,550,4,5,9,2,5,7,7,2,8,2,9,4,4,7,9,8
BASH,465,503,873,357,364,UP,490,550,7,7,2,3,7,8,7,7,8,2,9,4,4,7,9,8
FORWARD,465,503,867,357,366,UP,490,550,8,7,7,8,9,4,1,1,8,2,9,4,4,7,9,8
FORWARD,465,503,866,357,367,UP,490,550,8,3,9,4,1,1,3,5,8,2,9,4,4,7,9,8
BASH,465,503,863,357,368,UP,490,550,4,1,1,1,5,6,3,9,8,2,9,4,4,7,9,8
LEFT,465,503,859,357,370,UP,490,550,6,3,9,1,4,8,6,6,8,2,9,4,4,7,9,8
FORWARD,465,503,858,357,370,RIGHT,490,550,6,3,9,1,4,8,6,6,8,2,9,4,4,7,9,8
BASH,465,503,854,358,370,RIGHT,490,550,3,9,5,1,4,6,6,7,8,2,9,4,4,7,9,8
FORWARD,465,503,849,360,370,RIGHT,490,550,5,8,9,4,1,7,6,2,8,2,9,4,4,7,9,8
RIGHT,465,503,848,361,370,RIGHT,490,550,8,9,4,2,4,6,2,6,8,2,9,4,4,7,9,8
FORWARD,465,503,847,361,370,UP,490,550,8,9,4,2,4,6,2,6,8,2,9,4,4,7,9,8
BASH,465,503,845,361,371,UP,490,550,2,1,4,6,6,7,4,9,8,2,9,4,4,7,9,8
BASH,465,503,839,361,373,UP,490,550,7,4,9,4,1,3,3,8,8,2,9,4,4,7,9,8
FORWARD,465,503,835,361,375,UP,490,550,3,3,8,6,7,7,6,3,8,2,9,4,4,7,9,8
BASH,465,503,829,361,376,UP,490,550,6,1,7,7,3,5,9,6,8,2,9,4,4,7,9,8
LEFT,465,503,824,361,378,UP,490,550,5,9,6,6,5,5,5,6,8,2,9,4,4,7,9,8
BASH,465,503,823,361,378,RIGHT,490,550,5,9,6,6,5,5,5,6,8,2,9,4,4,7,9,8
FORWARD,465,503,817,363,378,RIGHT,490,550,6,4,5,5,1,6,6,8,8,2,9,4,4,7,9,8
BASH,465,503,816,364,378,RIGHT,490,550,4,5,7,3,8,6,8,2,8,2,9,4,4,7,9,8
BASH,465,503,809,366,378,RIGHT,490,550,7,7,8,8,8,2,9,4,8,2,9,4,4,7,9,8
FORWARD,465,503,805,368,378,RIGHT,490,550,8,3,2,8,3,4,6,9,8,2,9,4,4,7,9,8
RIGHT,465,503,802,369,378,RIGHT,490,550,3,2,5,1,3,6,9,9,8,2,9,4,4,7,9,8
BASH,465,503,800,369,378,UP,490,550,3,2,5,1,3,6,9,9,8,2,9,4,4,7,9,8
BASH,465,503,792,369,380,UP,490,550,6,9,9,7,6,9,7,7,8,2,9,4,4,7,9,8
LEFT,465,503,787,369,382,UP,490,550,9,7,7,2,1,6,2,4,8,2,9,4,4,7,9,8
FORWARD,465,503,786,369,382,RIGHT,490,550,9,7,7,2,1,6,2,4,8,2,9,4,4,7,9,8
RIGHT,465,503,785,370,382,RIGHT,490,550,7,7,1,2,7,2,4,8,8,2,9,4,4,7,9,8
BASH,465,503,784,370,382,UP,490,550,7,7,1,2,7,2,4,8,8,2,9,4,4,7,9,8
LEFT,465,503,780,370,384,UP,490,550,2,4,8,6,4,9,9,6,8,2,9,4,4,7,9,8
FORWARD,465,503,779,370,384,RIGHT,490,550,2,4,8,6,4,9,9,6,8,2,9,4,4,7,9,8
BASH,465,503,775,371,384,RIGHT,490,550,4,8,6,1,8,9,6,2,8,2,9,4,4,7,9,8
FORWARD,465,503,768,373,384,RIGHT,490,550,6,6,4,8,3,2,7,1,8,2,9,4,4,7,9,8
BASH,465,503,765,374,384,RIGHT,490,550,6,4,8,4,3,7,1,8,8,2,9,4,4,7,9,8
BASH,465,503,761,376,384,RIGHT,490,550,8,1,3,3,8,8,3,6,8,2,9,4,4,7,9,8
RIGHT,465,503,756,378,384,RIGHT,490,550,3,6,7,8,3,6,4,8,8,2,9,4,4,7,9,8
BASH,465,503,755,378,384,UP,490,550,3,6,7,8,3,6,4,8,8,2,9,4,4,7,9,8
FORWARD,465,503,750,378,386,UP,490,550,6,4,8,9,7,8,3,9,8,2,9,4,4,7,9,8
BASH,465,503,747,378,387,UP,490,550,9,2,7,8,9,2,4,9,8,2,9,4,4,7,9,8
FORWARD,465,503,742,378,389,UP,490,550,2,4,9,8,3,9,2,1,8,2,9,4,4,7,9,8
LEFT,465,503,740,378,390,UP,490,550,8,2,3,9,1,7,9,5,8,2,9,4,4,7,9,8
FORWARD,465,503,739,378,390,RIGHT,490,550,8,2,3,9,1,7,9,5,8,2,9,4,4,7,9,8
BASH,465,503,738,379,390,RIGHT,490,550,2,3,2,2,9,9,5,3,8,2,9,4,4,7,9,8
FORWARD,465,503,732,381,390,RIGHT,490,550,2,3,3,9,3,3,4,4,8,2,9,4,4,7,9,8
BASH,465,503,729,382,390,RIGHT,490,550,3,3,1,3,5,4,4,9,8,2,9,4,4,7,9,8
BASH,465,503,723,384,390,RIGHT,490,550,1,6,2,5,5,9,8,3,8,2,9,4,4,7,9,8
FORWARD,465,503,719,386,390,RIGHT,490,550,2,2,5,5,1,3,9,1,8,2,9,4,4,7,9,8
FORWARD,465,503,718,387,390,RIGHT,490,550,2,5,3,1,2,9,1,9,8,2,9,4,4,7,9,8
RIGHT,465,503,716,388,390,RIGHT,490,550,5,3,6,1,5,1,9,7,8,2,9,4,4,7,9,8
BASH,465,503,715,388,390,UP,490,550,5,3,6,1,5,1,9,7,8,2,9,4,4,7,9,8
LEFT,465,503,708,388,392,UP,490,550,1,9,7,9,5,8,9,9,8,2,9,4,4,7,9,8
BASH,465,503,706,388,392,RIGHT,490,550,1,9,7,9,5,8,9,9,8,2,9,4,4,7,9,8
FORWARD,465,503,700,390,392,RIGHT,490,550,7,7,8,5,3,9,4,7,8,2,9,4,4,7,9,8
BASH,465,503,697,391,392,RIGHT,490,550,7,8,6,3,6,4,7,9,8,2,9,4,4,7,9,8
RIGHT,465,503,691,393,392,RIGHT,490,550,6,2,5,6,9,9,2,1,8,2,9,4,4,7,9,8
FORWARD,465,503,689,393,392,UP,490,550,6,2,5,6,9,9,2,1,8,2,9,4,4,7,9,8
LEFT,465,503,687,393,393,UP,490,550,6,3,9,9,1,5,3,5,8,2,9,4,4,7,9,8
FORWARD,465,503,686,393,393,RIGHT,490,550,6,3,9,9,1,5,3,5,8,2,9,4,4,7,9,8
BASH,465,503,685,394,393,RIGHT,490,550,3,9,9,2,8,3,5,1,8,2,9,4,4,7,9,8
FORWARD,465,503,679,396,393,RIGHT,490,550,9,4,3,8,2,1,5,3,8,2,9,4,4,7,9,8
RIGHT,465,503,677,397,393,RIGHT,490,550,4,3,8,3,7,5,3,9,8,2,9,4,4,7,9,8
BASH,465,503,676,397,393,UP,490,550,4,3,8,3,7,5,3,9,8,2,9,4,4,7,9,8
LEFT,465,503,672,397,395,UP,490,550,5,3,9,1,3,2,2,7,8,2,9,4,4,7,9,8
FORWARD,465,503,671,397,395,RIGHT,490,550,5,3,9,1,3,2,2,7,8,2,9,4,4,7,9,8
BASH,465,503,668,398,395,RIGHT,490,550,3,9,8,1,5,2,7,8,8,2,9,4,4,7,9,8
FORWARD,465,503,663,400,395,RIGHT,490,550,8,9,5,5,1,8,2,4,8,2,9,4,4,7,9,8
RIGHT,465,503,662,401,395,RIGHT,490,550,9,5,9,2,8,2,4,1,8,2,9,4,4,7,9,8
BASH,465,503,661,401,395,UP,490,550,9,5,9,2,8,2,4,1,8,2,9,4,4,7,9,8
BASH,465,503,656,401,397,UP,490,550,2,4,1,6,4,8,4,8,8,2,9,4,4,7,9,8
LEFT,465,503,649,401,399,UP,490,550,8,4,8,2,2,5,6,1,8,2,9,4,4,7,9,8
FORWARD,465,503,647,401,399,RIGHT,490,550,8,4,8,2,2,5,6,1,8,2,9,4,4,7,9,8
RIGHT,465,503,645,402,399,RIGHT,490,550,4,8,1,4,9,6,1,4,8,2,9,4,4,7,9,8
FORWARD,465,503,644,402,399,UP,490,550,4,8,1,4,9,6,1,4,8,2,9,4,4,7,9,8
FORWARD,465,503,643,402,400,UP,490,550,4,2,9,6,4,7,2,3,8,2,9,4,4,7,9,8
LEFT,465,503,641,402,401,UP,490,550,6,1,4,7,3,6,9,4,8,2,9,4,4,7,9,8
FORWARD,465,503,640,402,401,RIGHT,490,550,6,1,4,7,3,6,9,4,8,2,9,4,4,7,9,8
BASH,465,503,637,403,401,RIGHT,490,550,1,4,5,2,9,9,4,9,8,2,9,4,4,7,9,8
FORWARD,465,503,631,405,401,RIGHT,490,550,5,3,9,9,1,9,6,4,8,2,9,4,4,7,9,8
RIGHT,465,503,630,406,401,RIGHT,490,550,3,9,8,3,7,6,4,6,8,2,9,4,4,7,9,8
BASH,465,503,629,406,401,UP,490,550,3,9,8,3,7,6,4,6,8,2,9,4,4,7,9,8
FORWARD,465,503,625,406,403,UP,490,550,6,4,6,2,5,6,3,2,8,2,9,4,4,7,9,8
LEFT,465,503,622,406,404,UP,490,550,2,1,5,6,2,6,9,6,8,2,9,4,4,7,9,8
FORWARD,465,503,620,406,404,RIGHT,490,550,2,1,5,6,2,6,9,6,8,2,9,4,4,7,9,8
BASH,465,503,618,407,404,RIGHT,490,550,1,5,3,3,8,9,6,7,8,2,9,4,4,7,9,8
RIGHT,465,503,611,409,404,RIGHT,490,550,3,8,7,8,6,7,3,4,8,2,9,4,4,7,9,8
BASH,465,503,609,409,404,UP,490,550,3,8,7,8,6,7,3,4,8,2,9,4,4,7,9,8
FORWARD,465,503,605,409,406,UP,490,550,7,3,4,7,7,5,1,4,8,2,9,4,4,7,9,8
FORWARD,465,503,604,409,407,UP,490,550,7,1,7,5,4,8,7,1,8,2,9,4,4,7,9,8
BASH,465,503,597,409,408,UP,490,550,5,1,4,8,1,7,9,5,8,2,9,4,4,7,9,8
BASH,465,503,591,409,410,UP,490,550,7,9,5,9,5,5,7,7,8,2,9,4,4,7,9,8
FORWARD,465,503,585,409,412,UP,490,550,5,7,7,7,8,3,1,9,8,2,9,4,4,7,9,8
FORWARD,465,503,584,409,413,UP,490,550,7,3,8,3,9,7,2,4,8,2,9,4,4,7,9,8
BASH,465,503,582,409,414,UP,490,550,3,1,9,7,4,2,7,6,8,2,9,4,4,7,9,8
FORWARD,465,503,576,409,416,UP,490,550,2,7,6,7,7,9,1,7,8,2,9,4,4,7,9,8
BASH,465,503,575,409,417,UP,490,550,7,3,7,9,7,4,7,4,8,2,9,4,4,7,9,8
FORWARD,465,503,571,409,419,UP,490,550,4,7,4,4,2,7,1,1,8,2,9,4,4,7,9,8
LEFT,465,503,570,409,420,UP,490,550,4,1,2,7,1,1,2,6,8,2,9,4,4,7,9,8
FORWARD,465,503,569,409,420,RIGHT,490,550,4,1,2,7,1,1,2,6,8,2,9,4,4,7,9,8
RIGHT,465,503,568,410,420,RIGHT,490,550,1,2,7,1,8,2,6,6,8,2,9,4,4,7,9,8
BASH,465,503,567,410,420,UP,490,550,1,2,7,1,8,2,6,6,8,2,9,4,4,7,9,8
FORWARD,465,503,562,410,422,UP,490,550,2,6,6,8,4,8,4,6,8,2,9,4,4,7,9,8
LEFT,465,503,558,410,423,UP,490,550,8,2,4,8,6,2,7,8,8,2,9,4,4,7,9,8
BASH,465,503,556,410,423,RIGHT,490,550,8,2,4,8,6,2,7,8,8,2,9,4,4,7,9,8
FORWARD,465,503,551,412,423,RIGHT,490,550,4,6,6,6,1,8,3,1,8,2,9,4,4,7,9,8
RIGHT,465,503,550,413,423,RIGHT,490,550,6,6,8,2,6,3,1,2,8,2,9,4,4,7,9,8
FORWARD,465,503,549,413,423,UP,490,550,6,6,8,2,6,3,1,2,8,2,9,4,4,7,9,8
LEFT,465,503,548,413,424,UP,490,550,2,1,6,3,2,5,8,9,8,2,9,4,4,7,9,8
FORWARD,465,503,547,413,424,RIGHT,490,550,2,1,6,3,2,5,8,9,8,2,9,4,4,7,9,8
BASH,465,503,545,414,424,RIGHT,490,550,1,6,4,1,7,8,9,6,8,2,9,4,4,7,9,8
FORWARD,465,503,536,416,424,RIGHT,490,550,4,8,7,7,1,6,4,1,8,2,9,4,4,7,9,8
RIGHT,465,503,535,417,424,RIGHT,490,550,8,7,9,6,9,4,1,8,8,2,9,4,4,7,9,8
FORWARD,465,503,534,417,424,UP,490,550,8,7,9,6,9,4,1,8,8,2,9,4,4,7,9,8
FORWARD,465,503,533,417,425,UP,490,550,6,1,9,4,8,3,1,8,8,2,9,4,4,7,9,8
FORWARD,465,503,532,417,426,UP,490,550,4,1,8,3,8,7,2,2,8,2,9,4,4,7,9,8
BASH,465,503,530,417,427,UP,490,550,3,1,8,7,2,7,2,3,8,2,9,4,4,7,9,8
FORWARD,465,503,526,417,429,UP,490,550,7,2,3,5,5,4,2,8,8,2,9,4,4,7,9,8
FORWARD,465,503,524,417,430,UP,490,550,5,1,5,4,8,5,2,4,8,2,9,4,4,7,9,8
BASH,465,503,522,417,431,UP,490,550,4,2,8,5,4,3,6,5,8,2,9,4,4,7,9,8
FORWARD,465,503,514,417,433,UP,490,550,3,6,5,4,8,3,1,1,8,2,9,4,4,7,9,8
LEFT,465,503,513,417,434,UP,490,550,4,5,8,3,1,9,7,8,8,2,9,4,4,7,9,8
FORWARD,465,503,512,417,434,RIGHT,490,550,4,5,8,3,1,9,7,8,8,2,9,4,4,7,9,8
BASH,465,503,511,418,434,RIGHT,490,550,5,8,8,1,9,7,8,3,8,2,9,4,4,7,9,8
RIGHT,465,503,507,420,434,RIGHT,490,550,8,5,6,9,8,3,2,4,8,2,9,4,4,7,9,8
FORWARD,465,503,506,420,434,UP,490,550,8,5,6,9,8,3,2,4,8,2,9,4,4,7,9,8
BASH,465,503,504,420,435,UP,490,550,9,1,8,3,4,3,8,9,8,2,9,4,4,7,9,8
BASH,465,503,500,420,437,UP,490,550,3,8,9,4,7,1,4,5,8,2,9,4,4,7,9,8
LEFT,465,503,496,420,439,UP,490,550,1,4,5,2,5,1,3,9,8,2,9,4,4,7,9,8
BASH,465,503,495,420,439,RIGHT,490,550,1,4,5,2,5,1,3,9,8,2,9,4,4,7,9,8
FORWARD,465,503,491,422,439,RIGHT,490,550,5,5,6,5,3,9,9,6,8,2,9,4,4,7,9,8
BASH,465,503,488,423,439,RIGHT,490,550,5,6,5,1,5,9,6,2,8,2,9,4,4,7,9,8
FORWARD,465,503,482,425,439,RIGHT,490,550,5,9,8,5,1,2,3,9,8,2,9,4,4,7,9,8
RIGHT,465,503,481,426,439,RIGHT,490,550,9,8,2,3,5,3,9,6,8,2,9,4,4,7,9,8
BASH,465,503,480,426,439,UP,490,550,9,8,2,3,5,3,9,6,8,2,9,4,4,7,9,8
FORWARD,465,503,473,426,441,UP,490,550,3,9,6,1,5,5,1,5,8,2,9,4,4,7,9,8
BASH,465,503,472,426,442,UP,490,550,1,4,5,5,5,3,7,3,8,2,9,4,4,7,9,8
FORWARD,465,503,466,426,444,UP,490,550,3,7,3,7,7,4,1,9,8,2,9,4,4,7,9,8
BASH,465,503,465,426,445,UP,490,550,7,3,7,4,9,8,7,9,8,2,9,4,4,7,9,8
BASH,465,503,461,426,447,UP,490,550,8,7,9,3,6,2,4,9,8,2,9,4,4,7,9,8
LEFT,465,503,457,426,449,UP,490,550,2,4,9,9,9,9,4,7,8,2,9,4,4,7,9,8
BASH,465,503,456,426,449,RIGHT,490,550,2,4,9,9,9,9,4,7,8,2,9,4,4,7,9,8
BASH,465,503,449,428,449,RIGHT,490,550,9,8,2,9,8,7,8,5,8,2,9,4,4,7,9,8
BASH,465,503,445,430,449,RIGHT,490,550,2,4,1,8,8,5,7,2,8,2,9,4,4,7,9,8
FORWARD,465,503,441,432,449,RIGHT,490,550,1,8,8,8,4,2,5,2,8,2,9,4,4,7,9,8
BASH,465,503,437,433,449,RIGHT,490,550,8,8,7,1,9,5,2,2,8,2,9,4,4,7,9,8
FORWARD,465,503,432,435,449,RIGHT,490,550,7,4,2,9,4,2,3,5,8,2,9,4,4,7,9,8
BASH,465,503,428,436,449,RIGHT,490,550,4,2,7,2,7,3,5,8,8,2,9,4,4,7,9,8
BASH,465,503,424,438,449,RIGHT,490,550,7,5,3,7,6,8,9,4,8,2,9,4,4,7,9,8
RIGHT,465,503,419,440,449,RIGHT,490,550,3,6,2,6,4,4,5,7,8,2,9,4,4,7,9,8
BASH,465,503,418,440,449,UP,490,550,3,6,2,6,4,4,5,7,8,2,9,4,4,7,9,8
BASH,465,503,410,440,451,UP,490,550,4,5,7,4,6,1,5,9,8,2,9,4,4,7,9,8
BASH,465,503,402,440,453,UP,490,550,1,5,9,5,3,7,5,3,8,2,9,4,4,7,9,8
BASH,465,503,398,440,455,UP,490,550,7,5,3,6,6,7,8,1,8,2,9,4,4,7,9,8
BASH,465,503,392,440,457,UP,490,550,7,8,1,6,4,3,7,1,8,2,9,4,4,7,9,8
BASH,465,503,385,440,459,UP,490,550,3,7,1,8,2,8,8,9,8,2,9,4,4,7,9,8
LEFT,465,503,381,440,461,UP,490,550,8,8,9,9,1,8,4,7,8,2,9,4,4,7,9,8
FORWARD,465,503,380,440,461,RIGHT,490,550,8,8,9,9,1,8,4,7,8,2,9,4,4,7,9,8
FORWARD,465,503,379,441,461,RIGHT,490,550,8,9,4,1,2,4,7,3,8,2,9,4,4,7,9,8
BASH,465,503,377,442,461,RIGHT,490,550,9,4,2,1,9,7,3,7,8,2,9,4,4,7,9,8
BASH,465,503,373,444,461,RIGHT,490,550,2,2,7,9,5,7,7,1,8,2,9,4,4,7,9,8
RIGHT,465,503,367,446,461,RIGHT,490,550,7,3,8,5,2,1,2,9,8,2,9,4,4,7,9,8
FORWARD,465,503,365,446,461,UP,490,550,7,3,8,5,2,1,2,9,8,2,9,4,4,7,9,8
FORWARD,465,503,363,446,462,UP,490,550,5,3,2,1,9,5,2,5,8,2,9,4,4,7,9,8
BASH,465,503,361,446,463,UP,490,550,1,2,9,5,5,7,4,9,8,2,9,4,4,7,9,8
FORWARD,465,503,357,446,465,UP,490,550,7,4,9,2,3,9,1,9,8,2,9,4,4,7,9,8
LEFT,465,503,356,446,466,UP,490,550,2,1,3,9,9,2,4,3,8,2,9,4,4,7,9,8
BASH,465,503,355,446,466,RIGHT,490,550,2,1,3,9,9,2,4,3,8,2,9,4,4,7,9,8
BASH,465,503,350,448,466,RIGHT,490,550,3,4,3,9,3,3,5,4,8,2,9,4,4,7,9,8
BASH,465,503,346,450,466,RIGHT,490,550,3,9,4,3,5,4,5,1,8,2,9,4,4,7,9,8
BASH,465,503,342,452,466,RIGHT,490,550,4,8,4,5,9,1,8,8,8,2,9,4,4,7,9,8
BASH,465,503,336,454,466,RIGHT,490,550,4,1,8,9,6,8,9,3,8,2,9,4,4,7,9,8
RIGHT,465,503,331,456,466,RIGHT,490,550,8,3,7,6,5,3,1,3,8,2,9,4,4,7,9,8
FORWARD,465,503,330,456,466,UP,490,550,8,3,7,6,5,3,1,3,8,2,9,4,4,7,9,8
FORWARD,465,503,329,456,467,UP,490,550,6,2,5,3,3,6,3,9,8,2,9,4,4,7,9,8
BASH,465,503,326,456,468,UP,490,550,3,1,3,6,9,5,5,2,8,2,9,4,4,7,9,8
LEFT,465,503,319,456,470,UP,490,550,5,5,2,7,7,9,9,7,8,2,9,4,4,7,9,8
BASH,465,503,317,456,470,RIGHT,490,550,5,5,2,7,7,9,9,7,8,2,9,4,4,7,9,8
BASH,465,503,313,458,470,RIGHT,490,550,2,8,3,7,3,7,3,4,8,2,9,4,4,7,9,8
BASH,465,503,308,460,470,RIGHT,490,550,3,1,8,3,5,4,4,7,8,2,9,4,4,7,9,8
BASH,465,503,303,462,470,RIGHT,490,550,8,5,2,5,9,7,4,8,8,2,9,4,4,7,9,8
RIGHT,465,503,298,464,470,RIGHT,490,550,2,2,8,9,9,8,8,9,8,2,9,4,4,7,9,8
BASH,465,503,297,464,470,UP,490,550,2,2,8,9,9,8,8,9,8,2,9,4,4,7,9,8
FORWARD,465,503,292,464,472,UP,490,550,8,8,9,6,4,7,2,9,8,2,9,4,4,7,9,8
BASH,465,503,290,464,473,UP,490,550,6,2,4,7,9,5,3,3,8,2,9,4,4,7,9,8
LEFT,465,503,285,464,475,UP,490,550,5,3,3,4,1,9,3,3,8,2,9,4,4,7,9,8
FORWARD,465,503,284,464,475,RIGHT,490,550,5,3,3,4,1,9,3,3,8,2,9,4,4,7,9,8
BASH,465,503,283,465,475,RIGHT,490,550,3,3,7,2,6,3,3,7,8,2,9,4,4,7,9,8
BASH,465,503,277,467,475,RIGHT,490,550,7,5,2,6,5,7,6,5,8,2,9,4,4,7,9,8
RIGHT,465,503,272,469,475,RIGHT,490,550,2,5,4,5,8,5,2,6,8,2,9,4,4,7,9,8
FORWARD,465,503,271,469,475,UP,490,550,2,5,4,5,8,5,2,6,8,2,9,4,4,7,9,8
FORWARD,465,503,269,469,476,UP,490,550,5,2,8,5,6,2,2,9,8,2,9,4,4,7,9,8
BASH,465,503,267,469,477,UP,490,550,5,2,6,2,9,4,7,6,8,2,9,4,4,7,9,8
FORWARD,465,503,262,469,479,UP,490,550,4,7,6,2,5,8,1,5,8,2,9,4,4,7,9,8
FORWARD,465,503,261,469,480,UP,490,550,2,2,5,8,5,2,3,8,8,2,9,4,4,7,9,8
LEFT,465,503,258,469,481,UP,490,550,8,1,5,2,8,5,5,2,8,2,9,4,4,7,9,8
BASH,465,503,256,469,481,RIGHT,490,550,8,1,5,2,8,5,5,2,8,2,9,4,4,7,9,8
BASH,465,503,250,471,481,RIGHT,490,550,5,9,8,8,7,2,8,2,8,2,9,4,4,7,9,8
FORWARD,465,503,243,473,481,RIGHT,490,550,8,5,7,7,3,2,7,8,8,2,9,4,4,7,9,8
BASH,465,503,240,474,481,RIGHT,490,550,5,7,8,4,6,7,8,9,8,2,9,4,4,7,9,8
FORWARD,465,503,235,476,481,RIGHT,490,550,8,3,7,6,5,9,7,1,8,2,9,4,4,7,9,8
BASH,465,503,230,477,481,RIGHT,490,550,3,7,9,2,7,7,1,6,8,2,9,4,4,7,9,8
RIGHT,465,503,226,479,481,RIGHT,490,550,9,5,6,7,7,6,1,2,8,2,9,4,4,7,9,8
FORWARD,465,503,225,479,481,UP,490,550,9,5,6,7,7,6,1,2,8,2,9,4,4,7,9,8
LEFT,465,503,224,479,482,UP,490,550,7,1,7,6,2,6,2,4,8,2,9,4,4,7,9,8
FORWARD,465,503,223,479,482,RIGHT,490,550,7,1,7,6,2,6,2,4,8,2,9,4,4,7,9,8
BASH,465,503,221,480,482,RIGHT,490,550,1,7,4,1,6,2,4,6,8,2,9,4,4,7,9,8
FORWARD,465,503,217,482,482,RIGHT,490,550,4,1,4,6,1,6,8,7,8,2,9,4,4,7,9,8
FORWARD,465,503,216,483,482,RIGHT,490,550,1,4,8,1,2,8,7,2,8,2,9,4,4,7,9,8
FORWARD,465,503,214,484,482,RIGHT,490,550,4,8,3,1,1,7,2,2,8,2,9,4,4,7,9,8
RIGHT,465,503,213,485,482,RIGHT,490,550,8,3,2,2,6,2,2,3,8,2,9,4,4,7,9,8
FORWARD,465,503,212,485,482,UP,490,550,8,3,2,2,6,2,2,3,8,2,9,4,4,7,9,8
BASH,465,503,210,485,483,UP,490,550,2,1,6,2,3,6,7,8,8,2,9,4,4,7,9,8
FORWARD,465,503,204,485,485,UP,490,550,6,7,8,9,3,3,2,8,8,2,9,4,4,7,9,8
BASH,465,503,202,485,486,UP,490,550,9,3,3,3,8,7,8,8,8,2,9,4,4,7,9,8
BASH,465,503,198,485,488,UP,490,550,7,8,8,2,1,9,8,5,8,2,9,4,4,7,9,8
FORWARD,465,503,192,485,490,UP,490,550,9,8,5,6,4,6,1,3,8,2,9,4,4,7,9,8
LEFT,465,503,191,485,491,UP,490,550,6,3,4,6,3,9,9,2,8,2,9,4,4,7,9,8
